LocationDesc,Year,GeoLocation,retail_tax_percentage,pack_consumption_pc,fed_state_tax_pp,mean_pp,state_tax_pp,cig_tax_rev
Rhode Island,2000,"(41.708280193, -71.522470314)",31,83.1,1.05,3.382,0.71,58788277
Rhode Island,2001,"(41.708280193, -71.522470314)",34.6,79.5,1.34,3.869,0.71,59143893
Rhode Island,2002,"(41.708280193, -71.522470314)",38.7,74.7,1.71,4.42,1.32,79064459
Rhode Island,2003,"(41.708280193, -71.522470314)",43.7,67.3,2.1,4.802,1.32,94002000
Rhode Island,2004,"(41.708280193, -71.522470314)",52.3,61.1,2.85,5.452,1.71,112352300
Rhode Island,2005,"(41.708280193, -71.522470314)",50.6,49.4,2.85,5.637,2.46,131315700
Rhode Island,2006,"(41.708280193, -71.522470314)",49.9,47.3,2.85,5.712,2.46,125110211
Rhode Island,2007,"(41.708280193, -71.522470314)",49.3,45.3,2.85,5.78,2.46,118850798
Rhode Island,2008,"(41.708280193, -71.522470314)",49.1,43.6,2.85,5.803,2.46,113504400
Rhode Island,2009,"(41.708280193, -71.522470314)",57.8,44.7,4.47,7.735,3.46,124880200
Rhode Island,2010,"(41.708280193, -71.522470314)",57.3,37.1,4.47,7.795,3.46,135251400
Rhode Island,2011,"(41.708280193, -71.522470314)",56.9,36.3,4.47,7.854,3.46,132345000
Rhode Island,2012,"(41.708280193, -71.522470314)",54.8,35.8,4.51,8.23,3.46,130103086
Rhode Island,2013,"(41.708280193, -71.522470314)",54.9,35.3,4.51,8.219,3.5,129608951
Rhode Island,2014,"(41.708280193, -71.522470314)",54.7,36.7,4.51,8.248,3.5,135240000
Rhode Island,2015,"(41.708280193, -71.522470314)",55.2,36.8,4.76,8.62,3.5,135732649
Rhode Island,2016,"(41.708280193, -71.522470314)",54,35.2,4.76,8.822,3.75,139500000
Rhode Island,2017,"(41.708280193, -71.522470314)",55.8,34.2,5.26,9.429,3.75,135317715
Rhode Island,2018,"(41.708280193, -71.522470314)",54.8,31.4,5.26,9.597,4.25,138099021
Rhode Island,2019,"(41.708280193, -71.522470314)",53.3,29.1,5.26,9.873,4.25,130740848
South Carolina,1970,"(33.998821303, -81.045371207)",40.8,103.6,0.14,0.343,0.06,16737672
South Carolina,1971,"(33.998821303, -81.045371207)",41.1,115,0.14,0.341,0.06,17911044
South Carolina,1972,"(33.998821303, -81.045371207)",41.8,118.7,0.14,0.335,0.06,18928116
South Carolina,1973,"(33.998821303, -81.045371207)",39.8,125.5,0.14,0.352,0.06,20383460
South Carolina,1974,"(33.998821303, -81.045371207)",36.8,129.7,0.14,0.381,0.06,21209852
South Carolina,1975,"(33.998821303, -81.045371207)",34.2,130.5,0.14,0.41,0.06,21800180
South Carolina,1976,"(33.998821303, -81.045371207)",33.2,136.8,0.14,0.422,0.06,23170887
South Carolina,1977,"(33.998821303, -81.045371207)",30.5,137.2,0.15,0.492,0.06,23441273
South Carolina,1978,"(33.998821303, -81.045371207)",29.9,140.4,0.15,0.502,0.07,28273885
South Carolina,1979,"(33.998821303, -81.045371207)",28.7,135.7,0.15,0.523,0.07,27713875
South Carolina,1980,"(33.998821303, -81.045371207)",27.4,138.3,0.15,0.547,0.07,28389033
South Carolina,1981,"(33.998821303, -81.045371207)",24.2,136.1,0.15,0.619,0.07,29722415
South Carolina,1982,"(33.998821303, -81.045371207)",20.7,136,0.15,0.724,0.07,30151784
South Carolina,1983,"(33.998821303, -81.045371207)",28.3,131.1,0.23,0.813,0.07,29391530
South Carolina,1984,"(33.998821303, -81.045371207)",27.7,127,0.23,0.83,0.07,29419765
South Carolina,1985,"(33.998821303, -81.045371207)",25.9,125.4,0.23,0.887,0.07,29421407
South Carolina,1986,"(33.998821303, -81.045371207)",24.1,126.6,0.23,0.953,0.07,29522340
South Carolina,1987,"(33.998821303, -81.045371207)",23,126.6,0.23,0.999,0.07,30093670
South Carolina,1988,"(33.998821303, -81.045371207)",20.6,124.4,0.23,1.119,0.07,30114220
South Carolina,1989,"(33.998821303, -81.045371207)",18.3,122.4,0.23,1.252,0.07,29861721
South Carolina,1990,"(33.998821303, -81.045371207)",17.8,118.6,0.23,1.29,0.07,29140978
South Carolina,1991,"(33.998821303, -81.045371207)",17.8,121.5,0.27,1.519,0.07,29953372
South Carolina,1992,"(33.998821303, -81.045371207)",16.4,112.9,0.27,1.645,0.07,27846422
South Carolina,1993,"(33.998821303, -81.045371207)",22.3,115.2,0.31,1.391,0.07,28402000
South Carolina,1994,"(33.998821303, -81.045371207)",22.1,112.2,0.31,1.4,0.07,27996316
South Carolina,1995,"(33.998821303, -81.045371207)",20.7,109.2,0.31,1.495,0.07,28994603
South Carolina,1996,"(33.998821303, -81.045371207)",20.1,102.9,0.31,1.539,0.07,26468366
South Carolina,1997,"(33.998821303, -81.045371207)",18.8,124.5,0.31,1.653,0.07,32242879
South Carolina,1998,"(33.998821303, -81.045371207)",17.3,126.9,0.31,1.796,0.07,32877081
South Carolina,1999,"(33.998821303, -81.045371207)",12.1,109.4,0.31,2.553,0.07,28554305
South Carolina,2000,"(33.998821303, -81.045371207)",14.7,103.9,0.41,2.783,0.07,28077000
South Carolina,2001,"(33.998821303, -81.045371207)",13.6,96.6,0.41,3.024,0.07,25772858
South Carolina,2002,"(33.998821303, -81.045371207)",14.8,97.5,0.46,3.106,0.07,26350424
South Carolina,2003,"(33.998821303, -81.045371207)",14.5,95.7,0.46,3.167,0.07,25843905
South Carolina,2004,"(33.998821303, -81.045371207)",14.7,92.2,0.46,3.122,0.07,26759248
South Carolina,2005,"(33.998821303, -81.045371207)",14.6,94,0.46,3.147,0.07,27559820
South Carolina,2006,"(33.998821303, -81.045371207)",14.9,96.4,0.46,3.094,0.07,28724528
South Carolina,2007,"(33.998821303, -81.045371207)",14.1,91.2,0.46,3.262,0.07,27553662
South Carolina,2008,"(33.998821303, -81.045371207)",13.9,89.1,0.46,3.319,0.07,27468584
South Carolina,2009,"(33.998821303, -81.045371207)",27.2,85,1.08,3.967,0.07,26656877
South Carolina,2010,"(33.998821303, -81.045371207)",33.6,84.5,1.58,4.705,0.07,26912128
South Carolina,2011,"(33.998821303, -81.045371207)",32.6,69.9,1.58,4.844,0.57,138031843
South Carolina,2012,"(33.998821303, -81.045371207)",32.6,61.9,1.58,4.851,0.57,164019425
South Carolina,2013,"(33.998821303, -81.045371207)",32.4,62,1.58,4.879,0.57,163002662
South Carolina,2014,"(33.998821303, -81.045371207)",31.7,58.9,1.58,4.987,0.57,156356758
South Carolina,2015,"(33.998821303, -81.045371207)",31.4,56.1,1.58,5.029,0.57,153086500
South Carolina,2016,"(33.998821303, -81.045371207)",31.3,57.3,1.58,5.049,0.57,156101358
South Carolina,2017,"(33.998821303, -81.045371207)",30.7,55.5,1.58,5.142,0.57,154924581
South Carolina,2018,"(33.998821303, -81.045371207)",29.7,53.1,1.58,5.322,0.57,151957884
South Carolina,2019,"(33.998821303, -81.045371207)",28.4,52.6,1.58,5.569,0.57,157479471
South Dakota,1970,"(44.353130053, -100.373530637)",51.9,92.7,0.2,0.385,0.12,7360000
South Dakota,1971,"(44.353130053, -100.373530637)",51.2,96.7,0.2,0.391,0.12,7730000
South Dakota,1972,"(44.353130053, -100.373530637)",50.5,103,0.2,0.396,0.12,8280000
South Dakota,1973,"(44.353130053, -100.373530637)",49.5,103.5,0.2,0.404,0.12,8438000
South Dakota,1974,"(44.353130053, -100.373530637)",46.7,108.4,0.2,0.428,0.12,8909000
South Dakota,1975,"(44.353130053, -100.373530637)",44.5,113.5,0.2,0.45,0.12,9283000
South Dakota,1976,"(44.353130053, -100.373530637)",43.1,116.7,0.2,0.464,0.12,9561000
South Dakota,1977,"(44.353130053, -100.373530637)",37.6,115.6,0.2,0.532,0.12,9515000
South Dakota,1978,"(44.353130053, -100.373530637)",37,116.9,0.2,0.541,0.12,9665000
South Dakota,1979,"(44.353130053, -100.373530637)",37.4,117.4,0.22,0.588,0.12,9721000
South Dakota,1980,"(44.353130053, -100.373530637)",35.3,114.7,0.22,0.623,0.14,11053000
South Dakota,1981,"(44.353130053, -100.373530637)",33.8,115.7,0.23,0.68,0.14,11176000
South Dakota,1982,"(44.353130053, -100.373530637)",29.2,113,0.23,0.788,0.15,11615000
South Dakota,1983,"(44.353130053, -100.373530637)",34.5,109.8,0.31,0.898,0.15,11381000
South Dakota,1984,"(44.353130053, -100.373530637)",33.6,105.7,0.31,0.923,0.15,11191000
South Dakota,1985,"(44.353130053, -100.373530637)",35.9,104.4,0.39,1.085,0.15,11167000
South Dakota,1986,"(44.353130053, -100.373530637)",34.3,97,0.39,1.137,0.23,15673000
South Dakota,1987,"(44.353130053, -100.373530637)",31.2,95.8,0.39,1.247,0.23,15849000
South Dakota,1988,"(44.353130053, -100.373530637)",30,91.9,0.39,1.301,0.23,15261000
South Dakota,1989,"(44.353130053, -100.373530637)",28,87.4,0.39,1.389,0.23,14527000
South Dakota,1990,"(44.353130053, -100.373530637)",25.9,88.3,0.39,1.503,0.23,14679000
South Dakota,1991,"(44.353130053, -100.373530637)",26.4,91.8,0.43,1.63,0.23,14724000
South Dakota,1992,"(44.353130053, -100.373530637)",23.8,93,0.43,1.803,0.23,14943000
South Dakota,1993,"(44.353130053, -100.373530637)",30.4,91.6,0.47,1.544,0.23,14685000
South Dakota,1994,"(44.353130053, -100.373530637)",29,94.8,0.47,1.621,0.23,15303000
South Dakota,1995,"(44.353130053, -100.373530637)",33.3,98.6,0.57,1.712,0.23,16274000
South Dakota,1996,"(44.353130053, -100.373530637)",31.4,92.3,0.57,1.817,0.23,22456341
South Dakota,1997,"(44.353130053, -100.373530637)",29.6,88.8,0.57,1.928,0.33,21458178
South Dakota,1998,"(44.353130053, -100.373530637)",27.4,88.3,0.57,2.079,0.33,21321597
South Dakota,1999,"(44.353130053, -100.373530637)",20.9,83.5,0.57,2.729,0.33,20327478
South Dakota,2000,"(44.353130053, -100.373530637)",22,75.1,0.67,3.04,0.33,19251084
South Dakota,2001,"(44.353130053, -100.373530637)",20.5,78.1,0.67,3.275,0.33,19452005
South Dakota,2002,"(44.353130053, -100.373530637)",21.1,75.4,0.72,3.405,0.33,18837516
South Dakota,2003,"(44.353130053, -100.373530637)",26.4,73.2,0.92,3.483,0.53,21669573
South Dakota,2004,"(44.353130053, -100.373530637)",26.2,69.3,0.92,3.506,0.53,28171051
South Dakota,2005,"(44.353130053, -100.373530637)",26,68.7,0.92,3.539,0.53,28065888
South Dakota,2006,"(44.353130053, -100.373530637)",26.3,69.2,0.92,3.499,0.53,28462829
South Dakota,2007,"(44.353130053, -100.373530637)",43.7,58.5,1.92,4.391,1.53,43184955
South Dakota,2008,"(44.353130053, -100.373530637)",41.9,49.5,1.92,4.582,1.53,60271330
South Dakota,2009,"(44.353130053, -100.373530637)",46.7,49.7,2.54,5.437,1.53,61646193
South Dakota,2010,"(44.353130053, -100.373530637)",43.2,48.6,2.54,5.885,1.53,60417938
South Dakota,2011,"(44.353130053, -100.373530637)",43.5,43.8,2.54,5.842,1.53,54607887
South Dakota,2012,"(44.353130053, -100.373530637)",43.6,42.8,2.54,5.831,1.53,53980032
South Dakota,2013,"(44.353130053, -100.373530637)",44.1,42.7,2.54,5.766,1.53,54473910
South Dakota,2014,"(44.353130053, -100.373530637)",42.8,42.3,2.54,5.931,1.53,54732798
South Dakota,2015,"(44.353130053, -100.373530637)",40.8,40.7,2.54,6.221,1.53,53164088
South Dakota,2016,"(44.353130053, -100.373530637)",40.6,44.6,2.54,6.252,1.53,58833509
South Dakota,2017,"(44.353130053, -100.373530637)",39.3,41.6,2.54,6.455,1.53,55127979
South Dakota,2018,"(44.353130053, -100.373530637)",38.9,40.2,2.54,6.534,1.53,54892816
South Dakota,2019,"(44.353130053, -100.373530637)",38,35,2.54,6.693,1.53,47222260
Tennessee,1970,"(35.68094058, -85.774490914)",50.5,99.8,0.21,0.416,0.13,51529552
Tennessee,1971,"(35.68094058, -85.774490914)",50.5,106.3,0.21,0.416,0.13,54324788
Tennessee,1972,"(35.68094058, -85.774490914)",51.5,111.5,0.21,0.408,0.13,57838793
Tennessee,1973,"(35.68094058, -85.774490914)",49.4,109.7,0.21,0.425,0.13,57504328
Tennessee,1974,"(35.68094058, -85.774490914)",46.4,114.8,0.21,0.453,0.13,61589439
Tennessee,1975,"(35.68094058, -85.774490914)",43.5,117.4,0.21,0.483,0.13,62998951
Tennessee,1976,"(35.68094058, -85.774490914)",42.3,121.7,0.21,0.496,0.13,66254203
Tennessee,1977,"(35.68094058, -85.774490914)",38.3,124.6,0.21,0.548,0.13,68265256
Tennessee,1978,"(35.68094058, -85.774490914)",36.6,127.3,0.21,0.573,0.13,71135611
Tennessee,1979,"(35.68094058, -85.774490914)",34.8,127.2,0.21,0.603,0.13,72046814
Tennessee,1980,"(35.68094058, -85.774490914)",33,130.4,0.21,0.637,0.13,74254687
Tennessee,1981,"(35.68094058, -85.774490914)",30.7,129.1,0.21,0.683,0.13,77075964
Tennessee,1982,"(35.68094058, -85.774490914)",26.5,131.4,0.21,0.791,0.13,78807924
Tennessee,1983,"(35.68094058, -85.774490914)",32.8,129,0.29,0.883,0.13,78010310
Tennessee,1984,"(35.68094058, -85.774490914)",31.4,125.1,0.29,0.925,0.13,76741643
Tennessee,1985,"(35.68094058, -85.774490914)",29.4,128.7,0.29,0.988,0.13,79593436
Tennessee,1986,"(35.68094058, -85.774490914)",28,107.9,0.29,1.035,0.13,79745209
Tennessee,1987,"(35.68094058, -85.774490914)",25.9,130.6,0.29,1.121,0.13,81357705
Tennessee,1988,"(35.68094058, -85.774490914)",23.9,125.3,0.29,1.215,0.13,79785166
Tennessee,1989,"(35.68094058, -85.774490914)",21.5,124.7,0.29,1.35,0.13,79845917
Tennessee,1990,"(35.68094058, -85.774490914)",21.1,121.8,0.29,1.374,0.13,78338596
Tennessee,1991,"(35.68094058, -85.774490914)",20.1,120.6,0.33,1.639,0.13,76943846
Tennessee,1992,"(35.68094058, -85.774490914)",19.4,121,0.33,1.702,0.13,77135315
Tennessee,1993,"(35.68094058, -85.774490914)",24.6,120.8,0.37,1.503,0.13,77029000
Tennessee,1994,"(35.68094058, -85.774490914)",24.2,118.8,0.37,1.53,0.13,77049000
Tennessee,1995,"(35.68094058, -85.774490914)",23.7,125.4,0.37,1.559,0.13,84827807
Tennessee,1996,"(35.68094058, -85.774490914)",23,119.2,0.37,1.611,0.13,80884691
Tennessee,1997,"(35.68094058, -85.774490914)",22.1,118.9,0.37,1.677,0.13,82056793
Tennessee,1998,"(35.68094058, -85.774490914)",19.5,119.7,0.37,1.895,0.13,82777975
Tennessee,1999,"(35.68094058, -85.774490914)",14.2,115.8,0.37,2.612,0.13,80688000
Tennessee,2000,"(35.68094058, -85.774490914)",16.7,108.7,0.47,2.815,0.13,79981161
Tennessee,2001,"(35.68094058, -85.774490914)",15.3,103.5,0.47,3.071,0.13,76010568
Tennessee,2002,"(35.68094058, -85.774490914)",18,103.4,0.59,3.269,0.13,77116917
Tennessee,2003,"(35.68094058, -85.774490914)",18.5,93.2,0.59,3.182,0.2,107041135
Tennessee,2004,"(35.68094058, -85.774490914)",18.5,96.5,0.59,3.182,0.2,112734251
Tennessee,2005,"(35.68094058, -85.774490914)",18.1,97,0.59,3.257,0.2,114345060
Tennessee,2006,"(35.68094058, -85.774490914)",18.2,98.7,0.59,3.235,0.2,117658741
Tennessee,2007,"(35.68094058, -85.774490914)",27.8,107.4,1.04,3.738,0.2,129671397
Tennessee,2008,"(35.68094058, -85.774490914)",26.9,69.5,1.01,3.748,0.62,265812861
Tennessee,2009,"(35.68094058, -85.774490914)",35.1,77,1.63,4.644,0.62,296801064
Tennessee,2010,"(35.68094058, -85.774490914)",34.1,72.6,1.63,4.784,0.62,283488219
Tennessee,2011,"(35.68094058, -85.774490914)",33.1,71.7,1.63,4.925,0.62,282037904
Tennessee,2012,"(35.68094058, -85.774490914)",33.7,68.3,1.63,4.832,0.62,271048763
Tennessee,2013,"(35.68094058, -85.774490914)",32.8,66.2,1.63,4.965,0.62,265091159
Tennessee,2014,"(35.68094058, -85.774490914)",32.6,62.6,1.63,5.003,0.62,252266793
Tennessee,2015,"(35.68094058, -85.774490914)",32.6,62.2,1.63,4.993,0.62,252591583
Tennessee,2016,"(35.68094058, -85.774490914)",31.8,61.6,1.63,5.133,0.62,251898947
Tennessee,2017,"(35.68094058, -85.774490914)",31.3,59.2,1.63,5.206,0.62,244100257
Tennessee,2018,"(35.68094058, -85.774490914)",30.9,56,1.63,5.281,0.62,233013693
Tennessee,2019,"(35.68094058, -85.774490914)",29.4,55.5,1.63,5.545,0.62,232877687
Texas,1970,"(31.827240407, -99.426770206)",56,106.4,0.235,0.42,0.155,169554206
Texas,1971,"(31.827240407, -99.426770206)",56.5,108.9,0.265,0.469,0.155,189942675
Texas,1972,"(31.827240407, -99.426770206)",57.1,108.6,0.265,0.464,0.185,226503540
Texas,1973,"(31.827240407, -99.426770206)",55.8,110.4,0.265,0.475,0.185,236280843
Texas,1974,"(31.827240407, -99.426770206)",52.4,114.7,0.265,0.506,0.185,248277976
Texas,1975,"(31.827240407, -99.426770206)",49.7,116,0.265,0.533,0.185,256967461
Texas,1976,"(31.827240407, -99.426770206)",49.7,121.4,0.265,0.533,0.185,273166718
Texas,1977,"(31.827240407, -99.426770206)",44.8,124.2,0.265,0.591,0.185,283908123
Texas,1978,"(31.827240407, -99.426770206)",42.6,126.6,0.265,0.622,0.185,296923598
Texas,1979,"(31.827240407, -99.426770206)",41.6,126.4,0.265,0.637,0.185,301669878
Texas,1980,"(31.827240407, -99.426770206)",39.6,129.7,0.265,0.669,0.185,321154012
Texas,1981,"(31.827240407, -99.426770206)",35.9,129,0.265,0.738,0.185,339554173
Texas,1982,"(31.827240407, -99.426770206)",31.5,131.2,0.265,0.841,0.185,358491433
Texas,1983,"(31.827240407, -99.426770206)",36.8,126.4,0.345,0.938,0.185,357379664
Texas,1984,"(31.827240407, -99.426770206)",34.8,117.2,0.355,1.021,0.185,344699280
Texas,1985,"(31.827240407, -99.426770206)",34.6,115.9,0.365,1.055,0.195,360500225
Texas,1986,"(31.827240407, -99.426770206)",31.9,113.7,0.365,1.144,0.205,373506575
Texas,1987,"(31.827240407, -99.426770206)",32.8,105.8,0.42,1.28,0.205,355496360
Texas,1988,"(31.827240407, -99.426770206)",30.7,96.5,0.42,1.37,0.26,399060039
Texas,1989,"(31.827240407, -99.426770206)",28.8,94.5,0.42,1.457,0.26,410282050
Texas,1990,"(31.827240407, -99.426770206)",32.8,85.6,0.57,1.736,0.26,389745949
Texas,1991,"(31.827240407, -99.426770206)",32.8,79.6,0.61,1.86,0.26,552917679
Texas,1992,"(31.827240407, -99.426770206)",29.8,77.2,0.61,2.046,0.41,543222000
Texas,1993,"(31.827240407, -99.426770206)",36.6,81.3,0.65,1.777,0.41,572602310
Texas,1994,"(31.827240407, -99.426770206)",35.1,78.8,0.65,1.85,0.41,562276060
Texas,1995,"(31.827240407, -99.426770206)",34.5,75.2,0.65,1.884,0.41,559696209
Texas,1996,"(31.827240407, -99.426770206)",34.2,74.6,0.65,1.898,0.41,569079842
Texas,1997,"(31.827240407, -99.426770206)",32.2,72.6,0.65,2.018,0.41,569575890
Texas,1998,"(31.827240407, -99.426770206)",28.9,73.2,0.65,2.25,0.41,556503717
Texas,1999,"(31.827240407, -99.426770206)",22.2,67.8,0.65,2.923,0.41,539935144
Texas,2000,"(31.827240407, -99.426770206)",24.1,69.3,0.75,3.112,0.41,536877386
Texas,2001,"(31.827240407, -99.426770206)",23,62.1,0.75,3.267,0.41,495713837
Texas,2002,"(31.827240407, -99.426770206)",22.7,58.3,0.8,3.531,0.41,512895687
Texas,2003,"(31.827240407, -99.426770206)",22.9,58.9,0.8,3.487,0.41,490718568
Texas,2004,"(31.827240407, -99.426770206)",23.8,55.8,0.8,3.364,0.41,501571338
Texas,2005,"(31.827240407, -99.426770206)",23.7,55.4,0.8,3.375,0.41,507341005
Texas,2006,"(31.827240407, -99.426770206)",24,54.3,0.8,3.33,0.41,507159644
Texas,2007,"(31.827240407, -99.426770206)",40.4,49.3,1.8,4.455,1.41,1024383107
Texas,2008,"(31.827240407, -99.426770206)",39.6,43.9,1.8,4.549,1.41,1507229486
Texas,2009,"(31.827240407, -99.426770206)",43.8,42.3,2.42,5.529,1.41,1211322317
Texas,2010,"(31.827240407, -99.426770206)",42.9,38.2,2.42,5.642,1.41,1249918085
Texas,2011,"(31.827240407, -99.426770206)",42.2,38.7,2.42,5.731,1.41,1359519880
Texas,2012,"(31.827240407, -99.426770206)",42.8,36.7,2.42,5.659,1.41,1330330418
Texas,2013,"(31.827240407, -99.426770206)",42.1,36.2,2.42,5.747,1.41,1329662430
Texas,2014,"(31.827240407, -99.426770206)",42,33.7,2.42,5.763,1.41,1256724107
Texas,2015,"(31.827240407, -99.426770206)",40.7,33.8,2.42,5.946,1.41,1270386671
Texas,2016,"(31.827240407, -99.426770206)",40,32.8,2.42,6.043,1.41,1271800731
Texas,2017,"(31.827240407, -99.426770206)",38.8,31.9,2.42,6.244,1.41,1253705378
Texas,2018,"(31.827240407, -99.426770206)",38.3,29.1,2.42,6.318,1.41,1190923717
Texas,2019,"(31.827240407, -99.426770206)",37.3,28.8,2.42,6.482,1.41,1168588119
Utah,1970,"(39.360700171, -111.587130635)",43.7,65.5,0.16,0.366,0.08,5473433
Utah,1971,"(39.360700171, -111.587130635)",43,67.7,0.16,0.372,0.08,5794213
Utah,1972,"(39.360700171, -111.587130635)",43.8,71.3,0.16,0.365,0.08,6272275
Utah,1973,"(39.360700171, -111.587130635)",42.3,72.7,0.16,0.378,0.08,6534971
Utah,1974,"(39.360700171, -111.587130635)",39.5,75.6,0.16,0.405,0.08,6993604
Utah,1975,"(39.360700171, -111.587130635)",36.9,75.8,0.16,0.434,0.08,7111247
Utah,1976,"(39.360700171, -111.587130635)",35.8,77.9,0.16,0.447,0.08,7518081
Utah,1977,"(39.360700171, -111.587130635)",32.3,78.9,0.16,0.495,0.08,7755816
Utah,1978,"(39.360700171, -111.587130635)",29.8,79.6,0.16,0.537,0.08,8077185
Utah,1979,"(39.360700171, -111.587130635)",31.5,79.1,0.18,0.572,0.08,8270288
Utah,1980,"(39.360700171, -111.587130635)",28.7,74.8,0.18,0.627,0.1,10380880
Utah,1981,"(39.360700171, -111.587130635)",26.4,77.6,0.18,0.681,0.1,11332870
Utah,1982,"(39.360700171, -111.587130635)",24.2,73.6,0.2,0.82,0.1,11175540
Utah,1983,"(39.360700171, -111.587130635)",29.4,69,0.28,0.953,0.12,12863400
Utah,1984,"(39.360700171, -111.587130635)",26.8,66.3,0.28,1.046,0.12,13071387
Utah,1985,"(39.360700171, -111.587130635)",27.1,66.5,0.28,1.035,0.12,13412317
Utah,1986,"(39.360700171, -111.587130635)",25.8,64.4,0.28,1.086,0.12,12919309
Utah,1987,"(39.360700171, -111.587130635)",31.7,67.7,0.39,1.229,0.23,14969083
Utah,1988,"(39.360700171, -111.587130635)",28.8,55,0.39,1.356,0.23,21656003
Utah,1989,"(39.360700171, -111.587130635)",25.7,57,0.39,1.519,0.23,22551304
Utah,1990,"(39.360700171, -111.587130635)",23.3,53.4,0.39,1.671,0.23,21106378
Utah,1991,"(39.360700171, -111.587130635)",28.1,53.5,0.465,1.701,0.23,21395613
Utah,1992,"(39.360700171, -111.587130635)",25.8,55,0.465,1.801,0.23,24805000
Utah,1993,"(39.360700171, -111.587130635)",31.5,56.2,0.505,1.604,0.265,25898218
Utah,1994,"(39.360700171, -111.587130635)",29.9,55.8,0.505,1.688,0.265,26167144
Utah,1995,"(39.360700171, -111.587130635)",28.9,52,0.505,1.749,0.265,25812927
Utah,1996,"(39.360700171, -111.587130635)",27.1,54,0.505,1.862,0.265,27788866
Utah,1997,"(39.360700171, -111.587130635)",33.9,57,0.755,2.227,0.265,32657125
Utah,1998,"(39.360700171, -111.587130635)",31,42.3,0.755,2.437,0.265,43619557
Utah,1999,"(39.360700171, -111.587130635)",24.1,43.9,0.755,3.129,0.515,47440834
Utah,2000,"(39.360700171, -111.587130635)",25.8,40.7,0.855,3.312,0.515,46235015
Utah,2001,"(39.360700171, -111.587130635)",25.5,38.7,0.855,3.358,0.515,44467980
Utah,2002,"(39.360700171, -111.587130635)",28.5,40.1,1.085,3.812,0.695,47442128
Utah,2003,"(39.360700171, -111.587130635)",29.3,36.5,1.085,3.701,0.695,57529796
Utah,2004,"(39.360700171, -111.587130635)",28.9,34.2,1.085,3.76,0.695,55835597
Utah,2005,"(39.360700171, -111.587130635)",28.8,33.6,1.085,3.772,0.695,56598687
Utah,2006,"(39.360700171, -111.587130635)",29.2,34.5,1.085,3.722,0.695,59292150
Utah,2007,"(39.360700171, -111.587130635)",27.9,32.9,1.085,3.893,0.695,58224620
Utah,2008,"(39.360700171, -111.587130635)",26.9,31.3,1.085,4.029,0.695,57540080
Utah,2009,"(39.360700171, -111.587130635)",36.5,27.6,1.705,4.672,0.695,52419000
Utah,2010,"(39.360700171, -111.587130635)",46,26.7,2.71,5.891,0.695,54495284
Utah,2011,"(39.360700171, -111.587130635)",45.2,22.3,2.71,5.999,1.7,104570910
Utah,2012,"(39.360700171, -111.587130635)",43.4,23,2.71,6.24,1.7,110249352
Utah,2013,"(39.360700171, -111.587130635)",43,21.4,2.71,6.296,1.7,104045712
Utah,2014,"(39.360700171, -111.587130635)",42.7,19.5,2.71,6.349,1.7,96248832
Utah,2015,"(39.360700171, -111.587130635)",42.6,20,2.71,6.366,1.7,99867180
Utah,2016,"(39.360700171, -111.587130635)",41.7,18.5,2.71,6.504,1.7,94338780
Utah,2017,"(39.360700171, -111.587130635)",39.9,18.4,2.71,6.791,1.7,95612556
Utah,2018,"(39.360700171, -111.587130635)",40,17.1,2.71,6.777,1.7,90276188
Utah,2019,"(39.360700171, -111.587130635)",38.9,15.9,2.71,6.968,1.7,85293589
Vermont,1970,"(43.625381239, -72.517640791)",50.6,122.6,0.2,0.395,0.12,6458913
Vermont,1971,"(43.625381239, -72.517640791)",50,124.4,0.2,0.4,0.12,6674580
Vermont,1972,"(43.625381239, -72.517640791)",50.3,138,0.2,0.398,0.12,7586268
Vermont,1973,"(43.625381239, -72.517640791)",48.4,146.8,0.2,0.413,0.12,8136202
Vermont,1974,"(43.625381239, -72.517640791)",47.9,151.8,0.2,0.418,0.12,8454155
Vermont,1975,"(43.625381239, -72.517640791)",42.5,155.5,0.2,0.471,0.12,8776260
Vermont,1976,"(43.625381239, -72.517640791)",42.6,171.1,0.2,0.47,0.12,9671592
Vermont,1977,"(43.625381239, -72.517640791)",38.1,169.4,0.2,0.525,0.12,9674168
Vermont,1978,"(43.625381239, -72.517640791)",36.5,162.4,0.2,0.548,0.12,9412514
Vermont,1979,"(43.625381239, -72.517640791)",34,160.9,0.2,0.589,0.12,9404220
Vermont,1980,"(43.625381239, -72.517640791)",32.8,161.6,0.2,0.61,0.12,9635046
Vermont,1981,"(43.625381239, -72.517640791)",29.9,163.8,0.2,0.668,0.12,10047083
Vermont,1982,"(43.625381239, -72.517640791)",26,162.3,0.2,0.77,0.12,10047885
Vermont,1983,"(43.625381239, -72.517640791)",36.4,153.8,0.33,0.906,0.12,9521081
Vermont,1984,"(43.625381239, -72.517640791)",34.6,144.3,0.33,0.955,0.17,12567950
Vermont,1985,"(43.625381239, -72.517640791)",31.5,144.5,0.33,1.049,0.17,12992903
Vermont,1986,"(43.625381239, -72.517640791)",29,131.2,0.33,1.138,0.17,11932304
Vermont,1987,"(43.625381239, -72.517640791)",26.6,128.3,0.33,1.237,0.17,11726086
Vermont,1988,"(43.625381239, -72.517640791)",25.4,128.7,0.33,1.297,0.17,12040932
Vermont,1989,"(43.625381239, -72.517640791)",23.1,120.9,0.33,1.437,0.17,11431152
