LocationDesc,Year,GeoLocation,retail_tax_percentage,pack_consumption_pc,fed_state_tax_pp,mean_pp,state_tax_pp,cig_tax_rev
Alabama,1970,"(32.840571122, -86.631860762)",46.8,89.8,0.2,0.427,0.12,36739131
Alabama,1971,"(32.840571122, -86.631860762)",47.3,95.4,0.2,0.423,0.12,39490694
Alabama,1972,"(32.840571122, -86.631860762)",47.5,101.1,0.2,0.421,0.12,42198422
Alabama,1973,"(32.840571122, -86.631860762)",46.4,102.9,0.2,0.431,0.12,43328876
Alabama,1974,"(32.840571122, -86.631860762)",42.9,108.2,0.2,0.466,0.12,45943402
Alabama,1975,"(32.840571122, -86.631860762)",39.7,111.7,0.2,0.504,0.12,47956285
Alabama,1976,"(32.840571122, -86.631860762)",39.9,116.2,0.2,0.501,0.12,50409197
Alabama,1977,"(32.840571122, -86.631860762)",36.3,117.1,0.2,0.551,0.12,51516608
Alabama,1978,"(32.840571122, -86.631860762)",35.2,123,0.2,0.568,0.12,54460929
Alabama,1979,"(32.840571122, -86.631860762)",33.3,121.4,0.2,0.606,0.12,54496057
Alabama,1980,"(32.840571122, -86.631860762)",34.9,123.2,0.24,0.688,0.12,55701205
Alabama,1981,"(32.840571122, -86.631860762)",32.8,119.6,0.24,0.731,0.16,72852874
Alabama,1982,"(32.840571122, -86.631860762)",38.4,119.1,0.24,0.844,0.16,74641962
Alabama,1983,"(32.840571122, -86.631860762)",35.2,116.3,0.32,0.908,0.16,73371489
Alabama,1984,"(32.840571122, -86.631860762)",32.8,113,0.325,0.99,0.16,72144256
Alabama,1985,"(32.840571122, -86.631860762)",31.6,114.5,0.325,1.03,0.165,76693928
Alabama,1986,"(32.840571122, -86.631860762)",29.6,116.3,0.325,1.1,0.165,77175083
Alabama,1987,"(32.840571122, -86.631860762)",28.5,114,0.325,1.144,0.165,77097672
Alabama,1988,"(32.840571122, -86.631860762)",26.6,112.1,0.325,1.223,0.165,76529290
Alabama,1989,"(32.840571122, -86.631860762)",23.4,105.6,0.325,1.391,0.165,74959156
Alabama,1990,"(32.840571122, -86.631860762)",22.5,108.6,0.325,1.444,0.165,74656216
Alabama,1991,"(32.840571122, -86.631860762)",21.2,107.9,0.365,1.722,0.165,73585654
Alabama,1992,"(32.840571122, -86.631860762)",20.7,109.1,0.365,1.762,0.165,73149118
Alabama,1993,"(32.840571122, -86.631860762)",26.2,108.5,0.405,1.546,0.165,72619924
Alabama,1994,"(32.840571122, -86.631860762)",26.1,107.1,0.405,1.551,0.165,72324900
Alabama,1995,"(32.840571122, -86.631860762)",25.6,102.6,0.405,1.583,0.165,70450119
Alabama,1996,"(32.840571122, -86.631860762)",24.2,101.4,0.405,1.674,0.165,70950600
Alabama,1997,"(32.840571122, -86.631860762)",22.4,104.9,0.405,1.805,0.165,73953302
Alabama,1998,"(32.840571122, -86.631860762)",20.7,106.2,0.405,1.956,0.165,74878439
Alabama,1999,"(32.840571122, -86.631860762)",15,100.7,0.405,2.707,0.165,71844367
Alabama,2000,"(32.840571122, -86.631860762)",17.5,96.2,0.505,2.884,0.165,70664938
Alabama,2001,"(32.840571122, -86.631860762)",15.6,90.5,0.505,3.23,0.165,66373279
Alabama,2002,"(32.840571122, -86.631860762)",16.9,84.8,0.555,3.282,0.165,62450667
Alabama,2003,"(32.840571122, -86.631860762)",17.2,82.2,0.555,3.234,0.165,61161426
Alabama,2004,"(32.840571122, -86.631860762)",22.8,87.9,0.815,3.569,0.425,71463596
Alabama,2005,"(32.840571122, -86.631860762)",22.9,82.4,0.815,3.56,0.425,158457030
Alabama,2006,"(32.840571122, -86.631860762)",23.1,83.3,0.815,3.535,0.425,161434908
Alabama,2007,"(32.840571122, -86.631860762)",21.7,80.2,0.815,3.759,0.425,156820995
Alabama,2008,"(32.840571122, -86.631860762)",21.7,78,0.815,3.752,0.425,153461159
Alabama,2009,"(32.840571122, -86.631860762)",31.6,75.6,1.435,4.548,0.425,149746028
Alabama,2010,"(32.840571122, -86.631860762)",30.4,71.5,1.435,4.726,0.425,143144386
Alabama,2011,"(32.840571122, -86.631860762)",29.6,68.4,1.435,4.845,0.425,138999738
Alabama,2012,"(32.840571122, -86.631860762)",29.6,67.2,1.435,4.841,0.425,137207735
Alabama,2013,"(32.840571122, -86.631860762)",29,64.6,1.435,4.942,0.425,132215587
Alabama,2014,"(32.840571122, -86.631860762)",28.1,61.7,1.435,5.102,0.425,126853195
Alabama,2015,"(32.840571122, -86.631860762)",31.8,60.7,1.685,5.305,0.425,125105125
Alabama,2016,"(32.840571122, -86.631860762)",31.1,60.1,1.685,5.41,0.675,163948123
Alabama,2017,"(32.840571122, -86.631860762)",30.9,58.1,1.685,5.452,0.675,180386973
Alabama,2018,"(32.840571122, -86.631860762)",30.4,54.7,1.685,5.55,0.675,172649066
Alabama,2019,"(32.840571122, -86.631860762)",29.1,53.1,1.685,5.784,0.675,165763113
Alaska,1970,"(64.845079957001, -147.722059036)",38.3,121.3,0.16,0.418,0.08,2737000
Alaska,1971,"(64.845079957001, -147.722059036)",38,123,0.16,0.421,0.08,2996000
Alaska,1972,"(64.845079957001, -147.722059036)",38.1,130,0.16,0.42,0.08,3255000
Alaska,1973,"(64.845079957001, -147.722059036)",36.5,125.8,0.16,0.438,0.08,3274000
Alaska,1974,"(64.845079957001, -147.722059036)",35.6,130.4,0.16,0.449,0.08,3444000
Alaska,1975,"(64.845079957001, -147.722059036)",33.1,150.4,0.16,0.483,0.08,4056000
Alaska,1976,"(64.845079957001, -147.722059036)",31.1,164.8,0.16,0.515,0.08,4649000
Alaska,1977,"(64.845079957001, -147.722059036)",28.4,159.3,0.16,0.563,0.08,4868000
Alaska,1978,"(64.845079957001, -147.722059036)",28,143.6,0.16,0.571,0.08,4676000
Alaska,1979,"(64.845079957001, -147.722059036)",26.3,138.1,0.16,0.609,0.08,4451000
Alaska,1980,"(64.845079957001, -147.722059036)",25.2,134,0.16,0.635,0.08,4351000
Alaska,1981,"(64.845079957001, -147.722059036)",22,144,0.16,0.728,0.08,4607000
Alaska,1982,"(64.845079957001, -147.722059036)",18.6,148.3,0.16,0.86,0.08,4888000
Alaska,1983,"(64.845079957001, -147.722059036)",24.9,146.9,0.24,0.962,0.08,5148000
Alaska,1984,"(64.845079957001, -147.722059036)",23.4,133.6,0.24,1.027,0.08,5341000
Alaska,1985,"(64.845079957001, -147.722059036)",29.1,128.9,0.32,1.1,0.08,5395000
Alaska,1986,"(64.845079957001, -147.722059036)",26.3,126.3,0.32,1.215,0.16,8191000
Alaska,1987,"(64.845079957001, -147.722059036)",25.6,110.4,0.32,1.254,0.16,9503000
Alaska,1988,"(64.845079957001, -147.722059036)",23,80,0.32,1.394,0.16,8865000
Alaska,1989,"(64.845079957001, -147.722059036)",26.4,94.4,0.45,1.702,0.16,8130515
Alaska,1990,"(64.845079957001, -147.722059036)",22.3,100.2,0.45,2.017,0.16,13450527
Alaska,1991,"(64.845079957001, -147.722059036)",23.6,101.8,0.49,2.073,0.29,16377954
Alaska,1992,"(64.845079957001, -147.722059036)",22.4,98.5,0.49,2.191,0.29,15812651
Alaska,1993,"(64.845079957001, -147.722059036)",26.9,95.2,0.54,2.009,0.29,15321090
Alaska,1994,"(64.845079957001, -147.722059036)",25.2,94.1,0.53,2.014,0.29,15548000
Alaska,1995,"(64.845079957001, -147.722059036)",24.9,89.5,0.53,2.125,0.29,15752759
Alaska,1996,"(64.845079957001, -147.722059036)",24.7,89.9,0.53,2.144,0.29,15907733
Alaska,1997,"(64.845079957001, -147.722059036)",41.8,81.7,1.24,2.97,0.29,14379771
Alaska,1998,"(64.845079957001, -147.722059036)",37.9,78.6,1.24,3.276,0.29,28431309
Alaska,1999,"(64.845079957001, -147.722059036)",30.6,70.5,1.24,4.047,1,42915000
Alaska,2000,"(64.845079957001, -147.722059036)",30.5,66,1.34,4.397,1,43091506
Alaska,2001,"(64.845079957001, -147.722059036)",30.2,65.2,1.34,4.433,1,40893899
Alaska,2002,"(64.845079957001, -147.722059036)",30.3,63.7,1.39,4.591,1,40434020
Alaska,2003,"(64.845079957001, -147.722059036)",31.5,63.6,1.39,4.415,1,40239153
Alaska,2004,"(64.845079957001, -147.722059036)",27.6,63.6,1.39,5.03,1,41260582
Alaska,2005,"(64.845079957001, -147.722059036)",35.5,60.2,1.99,5.61,1.6,48750294
Alaska,2006,"(64.845079957001, -147.722059036)",37.6,54.5,2.19,5.819,1.6,57910992
Alaska,2007,"(64.845079957001, -147.722059036)",37.6,52.9,2.39,6.351,1.8,63849816
Alaska,2008,"(64.845079957001, -147.722059036)",35.7,47,2.39,6.69,2,64193492
Alaska,2009,"(64.845079957001, -147.722059036)",39.6,45.8,3.01,7.605,2,62882219
Alaska,2010,"(64.845079957001, -147.722059036)",39.6,43.8,3.01,7.607,2,61237633
Alaska,2011,"(64.845079957001, -147.722059036)",35.4,43.3,3.01,8.494,2,61478147
Alaska,2012,"(64.845079957001, -147.722059036)",36.3,41.2,3.01,8.3,2,59586835
Alaska,2013,"(64.845079957001, -147.722059036)",34.8,39,3.01,8.659,2,56983372
Alaska,2014,"(64.845079957001, -147.722059036)",33.8,37.2,3.01,8.901,2,54624390
Alaska,2015,"(64.845079957001, -147.722059036)",33.4,35.8,3.01,9.018,2,52702165
Alaska,2016,"(64.845079957001, -147.722059036)",33.4,35.6,3.01,9.013,2,52573488
Alaska,2017,"(64.845079957001, -147.722059036)",32.5,32.9,3.01,9.253,2,48857026
Alaska,2018,"(64.845079957001, -147.722059036)",32.1,31.1,3.01,9.37,2,46021896
Alaska,2019,"(64.845079957001, -147.722059036)",31.5,30.4,3.01,9.553,2,44773153
Arizona,1970,"(34.86597028, -111.763811277)",46.7,115.2,0.18,0.385,0.1,19510371
Arizona,1971,"(34.86597028, -111.763811277)",47.4,109.6,0.18,0.38,0.1,19640088
Arizona,1972,"(34.86597028, -111.763811277)",46.5,125,0.18,0.387,0.1,23116211
Arizona,1973,"(34.86597028, -111.763811277)",45.9,128.3,0.18,0.392,0.1,24963408
Arizona,1974,"(34.86597028, -111.763811277)",44,133.1,0.21,0.477,0.1,27387025
Arizona,1975,"(34.86597028, -111.763811277)",42.8,121.8,0.21,0.491,0.13,34513342
Arizona,1976,"(34.86597028, -111.763811277)",43.1,122.3,0.21,0.487,0.13,35349459
Arizona,1977,"(34.86597028, -111.763811277)",39.2,121.7,0.21,0.536,0.13,35910542
Arizona,1978,"(34.86597028, -111.763811277)",35.8,124.7,0.21,0.586,0.13,37232113
Arizona,1979,"(34.86597028, -111.763811277)",34.5,124.6,0.21,0.608,0.13,38135772
Arizona,1980,"(34.86597028, -111.763811277)",33.2,126.8,0.21,0.633,0.13,40387868
Arizona,1981,"(34.86597028, -111.763811277)",28.6,113.8,0.21,0.733,0.13,40210749
Arizona,1982,"(34.86597028, -111.763811277)",26.1,113.5,0.21,0.805,0.13,41240299
Arizona,1983,"(34.86597028, -111.763811277)",31.3,111.1,0.29,0.928,0.13,41322538
Arizona,1984,"(34.86597028, -111.763811277)",31.4,107.1,0.31,0.988,0.13,42047774
Arizona,1985,"(34.86597028, -111.763811277)",29.1,107.1,0.31,1.067,0.15,49914889
Arizona,1986,"(34.86597028, -111.763811277)",27.3,107.9,0.31,1.135,0.15,51271543
Arizona,1987,"(34.86597028, -111.763811277)",27.2,106.1,0.31,1.135,0.15,51756221
Arizona,1988,"(34.86597028, -111.763811277)",24.3,102.2,0.31,1.256,0.15,52761017
Arizona,1989,"(34.86597028, -111.763811277)",23.8,96.8,0.31,1.302,0.15,50497361
Arizona,1990,"(34.86597028, -111.763811277)",22.5,88.9,0.34,1.514,0.15,47367639
Arizona,1991,"(34.86597028, -111.763811277)",22.9,81.2,0.38,1.657,0.15,52400987
Arizona,1992,"(34.86597028, -111.763811277)",20.7,79,0.38,1.836,0.18,53152206
Arizona,1993,"(34.86597028, -111.763811277)",25.9,80.3,0.42,1.621,0.18,54098346
Arizona,1994,"(34.86597028, -111.763811277)",25.8,79,0.42,1.629,0.18,54392580
Arizona,1995,"(34.86597028, -111.763811277)",39.4,77.3,0.82,2.079,0.18,109614212
Arizona,1996,"(34.86597028, -111.763811277)",36.9,71.4,0.82,2.22,0.58,171622649
Arizona,1997,"(34.86597028, -111.763811277)",35.5,64.6,0.82,2.31,0.58,166315143
Arizona,1998,"(34.86597028, -111.763811277)",32.8,66,0.82,2.501,0.58,169626199
Arizona,1999,"(34.86597028, -111.763811277)",25.8,61.7,0.82,3.177,0.58,166481637
Arizona,2000,"(34.86597028, -111.763811277)",26.6,58.5,0.92,3.458,0.58,162795250
Arizona,2001,"(34.86597028, -111.763811277)",25.5,54.1,0.92,3.606,0.58,160870757
Arizona,2002,"(34.86597028, -111.763811277)",40.8,52,1.57,3.85,0.58,160155700
Arizona,2003,"(34.86597028, -111.763811277)",38.9,48.2,1.57,4.031,1.18,216941668
Arizona,2004,"(34.86597028, -111.763811277)",39.6,42.5,1.57,3.967,1.18,280173860
Arizona,2005,"(34.86597028, -111.763811277)",37.8,42.3,1.57,4.156,1.18,286386310
Arizona,2006,"(34.86597028, -111.763811277)",36.1,42.2,1.57,4.35,1.18,296078470
Arizona,2007,"(34.86597028, -111.763811277)",45.9,37.5,2.39,5.202,2,354887901
Arizona,2008,"(34.86597028, -111.763811277)",43.7,31.8,2.39,5.466,2,397172122
Arizona,2009,"(34.86597028, -111.763811277)",48,28.6,3.01,6.274,2,371476941
Arizona,2010,"(34.86597028, -111.763811277)",46.6,24.8,3.01,6.459,2,327381714
Arizona,2011,"(34.86597028, -111.763811277)",46.4,27.1,3.01,6.492,2,328721247
Arizona,2012,"(34.86597028, -111.763811277)",45.6,25,3.01,6.6,2,322217444
Arizona,2013,"(34.86597028, -111.763811277)",45.5,24.4,3.01,6.622,2,316111769
Arizona,2014,"(34.86597028, -111.763811277)",44.6,23,3.01,6.752,2,304872144
Arizona,2015,"(34.86597028, -111.763811277)",43.5,23,3.01,6.916,2,310164906
Arizona,2016,"(34.86597028, -111.763811277)",43.5,23.1,3.01,6.923,2,318976882
Arizona,2017,"(34.86597028, -111.763811277)",42.4,22.5,3.01,7.104,2,316089295
Arizona,2018,"(34.86597028, -111.763811277)",40.9,21.8,3.01,7.362,2,306302317
Arizona,2019,"(34.86597028, -111.763811277)",40.1,20.7,3.01,7.513,2,296712275
Arkansas,1970,"(34.748650124, -92.274490743)",53.5,100.3,0.2075,0.388,0.1225,24493875
Arkansas,1971,"(34.748650124, -92.274490743)",58.4,104.1,0.2575,0.441,0.1775,27438688
Arkansas,1972,"(34.748650124, -92.274490743)",57.1,103.9,0.2575,0.451,0.1775,35848433
Arkansas,1973,"(34.748650124, -92.274490743)",56.6,108,0.2575,0.455,0.1775,37917550
Arkansas,1974,"(34.748650124, -92.274490743)",53,109.7,0.2575,0.486,0.1775,39654387
Arkansas,1975,"(34.748650124, -92.274490743)",50.6,114.8,0.2575,0.509,0.1775,42027562
Arkansas,1976,"(34.748650124, -92.274490743)",49,119.1,0.2575,0.526,0.1775,44721125
Arkansas,1977,"(34.748650124, -92.274490743)",45.6,122.6,0.2575,0.565,0.1775,45878425
Arkansas,1978,"(34.748650124, -92.274490743)",44.1,127.3,0.2575,0.584,0.1775,48463712
Arkansas,1979,"(34.748650124, -92.274490743)",41.9,126.5,0.2575,0.615,0.1775,49072538
Arkansas,1980,"(34.748650124, -92.274490743)",39.8,131.8,0.2575,0.647,0.1775,50988650
Arkansas,1981,"(34.748650124, -92.274490743)",35.7,128.7,0.2575,0.721,0.1775,52216063
Arkansas,1982,"(34.748650124, -92.274490743)",31.4,127.4,0.2575,0.82,0.1775,51931175
Arkansas,1983,"(34.748650124, -92.274490743)",39.5,128,0.37,0.936,0.21,54616725
Arkansas,1984,"(34.748650124, -92.274490743)",37.6,123.1,0.37,0.985,0.21,60611138
Arkansas,1985,"(34.748650124, -92.274490743)",35.7,125.8,0.37,1.036,0.21,62733844
Arkansas,1986,"(34.748650124, -92.274490743)",32.7,126,0.37,1.13,0.21,62155739
Arkansas,1987,"(34.748650124, -92.274490743)",30.8,122.3,0.37,1.199,0.21,61658584
Arkansas,1988,"(34.748650124, -92.274490743)",29,121.5,0.37,1.277,0.21,61767668
Arkansas,1989,"(34.748650124, -92.274490743)",26.2,118.3,0.37,1.412,0.21,60710757
Arkansas,1990,"(34.748650124, -92.274490743)",25.3,113.1,0.37,1.465,0.21,57859721
Arkansas,1991,"(34.748650124, -92.274490743)",23.7,116.8,0.42,1.773,0.21,57851063
Arkansas,1992,"(34.748650124, -92.274490743)",23.3,126,0.42,1.799,0.21,65362674
Arkansas,1993,"(34.748650124, -92.274490743)",33,113.8,0.555,1.681,0.22,72196949
Arkansas,1994,"(34.748650124, -92.274490743)",33.2,108.8,0.555,1.673,0.345,81346688
Arkansas,1995,"(34.748650124, -92.274490743)",33.2,113,0.555,1.671,0.315,86742788
Arkansas,1996,"(34.748650124, -92.274490743)",30.6,110.7,0.555,1.813,0.315,85978675
Arkansas,1997,"(34.748650124, -92.274490743)",29.6,108.7,0.555,1.873,0.315,85952917
Arkansas,1998,"(34.748650124, -92.274490743)",26.8,109.5,0.555,2.069,0.315,86593871
Arkansas,1999,"(34.748650124, -92.274490743)",19.9,104.8,0.555,2.793,0.315,83303347
Arkansas,2000,"(34.748650124, -92.274490743)",22.2,99.4,0.655,2.944,0.315,82409447
Arkansas,2001,"(34.748650124, -92.274490743)",19.8,101.7,0.655,3.3,0.315,85619768
Arkansas,2002,"(34.748650124, -92.274490743)",20.7,87.2,0.73,3.522,0.34,79846771
Arkansas,2003,"(34.748650124, -92.274490743)",27.3,91.6,0.98,3.596,0.59,86736560
Arkansas,2004,"(34.748650124, -92.274490743)",27.7,79.8,0.98,3.535,0.59,131000087
Arkansas,2005,"(34.748650124, -92.274490743)",27.8,82.1,0.98,3.53,0.59,129860482
Arkansas,2006,"(34.748650124, -92.274490743)",26.4,81.4,0.98,3.714,0.59,133418145
Arkansas,2007,"(34.748650124, -92.274490743)",25.6,78.4,0.98,3.822,0.59,127394493
Arkansas,2008,"(34.748650124, -92.274490743)",24.9,77,0.98,3.93,0.59,128864614
Arkansas,2009,"(34.748650124, -92.274490743)",40.8,72.6,2.16,5.288,1.15,148826375
Arkansas,2010,"(34.748650124, -92.274490743)",39.6,63.2,2.16,5.454,1.15,206311982
Arkansas,2011,"(34.748650124, -92.274490743)",38.9,61.1,2.16,5.551,1.15,200418005
Arkansas,2012,"(34.748650124, -92.274490743)",39.4,60.5,2.16,5.485,1.15,199654545
Arkansas,2013,"(34.748650124, -92.274490743)",39.1,57.5,2.16,5.521,1.15,190245330
Arkansas,2014,"(34.748650124, -92.274490743)",39.2,54.4,2.16,5.508,1.15,179735100
Arkansas,2015,"(34.748650124, -92.274490743)",38.2,54,2.16,5.655,1.15,177322717
Arkansas,2016,"(34.748650124, -92.274490743)",37.6,54.2,2.16,5.744,1.15,179027016
Arkansas,2017,"(34.748650124, -92.274490743)",36.3,52.4,2.16,5.958,1.15,173931263
Arkansas,2018,"(34.748650124, -92.274490743)",35.7,50.2,2.16,6.055,1.15,167579954
Arkansas,2019,"(34.748650124, -92.274490743)",34.5,47.6,2.16,6.259,1.15,161909335
California,1970,"(37.638640123, -120.999999538)",45.3,123,0.18,0.397,0.1,239111000
California,1971,"(37.638640123, -120.999999538)",45.1,121,0.18,0.399,0.1,241878000
California,1972,"(37.638640123, -120.999999538)",45.1,123.5,0.18,0.399,0.1,249849000
California,1973,"(37.638640123, -120.999999538)",43,124.4,0.18,0.419,0.1,254630000
California,1974,"(37.638640123, -120.999999538)",40,126.7,0.18,0.45,0.1,261029000
California,1975,"(37.638640123, -120.999999538)",37.3,127.1,0.18,0.483,0.1,265698000
California,1976,"(37.638640123, -120.999999538)",36.7,128,0.18,0.49,0.1,271234000
California,1977,"(37.638640123, -120.999999538)",30.7,126.4,0.18,0.587,0.1,272021000
California,1978,"(37.638640123, -120.999999538)",30,126.1,0.18,0.601,0.1,276202000
California,1979,"(37.638640123, -120.999999538)",29,121.9,0.18,0.621,0.1,271823000
California,1980,"(37.638640123, -120.999999538)",27.1,120.2,0.18,0.664,0.1,272774000
California,1981,"(37.638640123, -120.999999538)",24.7,118.6,0.18,0.728,0.1,280626000
California,1982,"(37.638640123, -120.999999538)",21.2,115.4,0.18,0.849,0.1,279205000
California,1983,"(37.638640123, -120.999999538)",27.4,110.8,0.26,0.949,0.1,273943000
California,1984,"(37.638640123, -120.999999538)",26.5,104.8,0.26,0.98,0.1,265535000
California,1985,"(37.638640123, -120.999999538)",24.9,102.8,0.26,1.044,0.1,265403000
California,1986,"(37.638640123, -120.999999538)",25,99.7,0.26,1.039,0.1,261213000
California,1987,"(37.638640123, -120.999999538)",22.2,97.5,0.26,1.174,0.1,256877000
California,1988,"(37.638640123, -120.999999538)",20.6,90.1,0.26,1.264,0.1,251614000
California,1989,"(37.638640123, -120.999999538)",31.1,82.4,0.51,1.638,0.35,503985000
California,1990,"(37.638640123, -120.999999538)",27.3,77.8,0.51,1.868,0.35,777806372
California,1991,"(37.638640123, -120.999999538)",27.2,68.7,0.55,2.019,0.35,729532100
California,1992,"(37.638640123, -120.999999538)",26.8,67.5,0.55,2.051,0.35,717361867
California,1993,"(37.638640123, -120.999999538)",31,63.4,0.59,1.903,0.35,673194758
California,1994,"(37.638640123, -120.999999538)",31.3,58.6,0.61,1.951,0.37,653545894
California,1995,"(37.638640123, -120.999999538)",30.8,56.4,0.61,1.979,0.37,662551030
California,1996,"(37.638640123, -120.999999538)",30.5,54.5,0.61,2.003,0.37,644499085
California,1997,"(37.638640123, -120.999999538)",29.4,53.8,0.61,2.078,0.37,634972518
California,1998,"(37.638640123, -120.999999538)",27.1,52.3,0.61,2.249,0.37,617309414
California,1999,"(37.638640123, -120.999999538)",31.6,47.2,1.11,3.512,0.87,849117471
California,2000,"(37.638640123, -120.999999538)",33.1,41.6,1.21,3.655,0.87,1176859405
California,2001,"(37.638640123, -120.999999538)",30.4,38,1.21,3.977,0.87,1120194150
California,2002,"(37.638640123, -120.999999538)",30.9,35.8,1.26,4.081,0.87,1074322864
California,2003,"(37.638640123, -120.999999538)",31.9,34.7,1.26,3.947,0.87,1040616216
California,2004,"(37.638640123, -120.999999538)",32.8,33.1,1.26,3.841,0.87,1030056989
California,2005,"(37.638640123, -120.999999538)",31.9,33.1,1.26,3.953,0.87,1032870955
California,2006,"(37.638640123, -120.999999538)",31.9,32.9,1.26,3.95,0.87,1035290841
California,2007,"(37.638640123, -120.999999538)",30,31.8,1.26,4.197,0.87,1007354061
California,2008,"(37.638640123, -120.999999538)",29.4,30.3,1.26,4.292,0.87,963072445
California,2009,"(37.638640123, -120.999999538)",37,28.8,1.88,5.087,0.87,920204311
California,2010,"(37.638640123, -120.999999538)",35,26.3,1.88,5.374,0.87,845928927
California,2011,"(37.638640123, -120.999999538)",34.8,26,1.88,5.395,0.87,843072021
California,2012,"(37.638640123, -120.999999538)",34.8,25.2,1.88,5.4,0.87,827497368
California,2013,"(37.638640123, -120.999999538)",34.1,23.9,1.88,5.51,0.87,788753850
California,2014,"(37.638640123, -120.999999538)",34.3,22.7,1.88,5.475,0.87,757512960
California,2015,"(37.638640123, -120.999999538)",33.5,22.3,1.88,5.607,0.87,754358820
California,2016,"(37.638640123, -120.999999538)",33.5,22,1.88,5.607,0.87,748095546
California,2017,"(37.638640123, -120.999999538)",50.7,20.5,3.88,7.659,2.87,956712690
California,2018,"(37.638640123, -120.999999538)",49.4,16.6,3.88,7.862,2.87,1887613448
California,2019,"(37.638640123, -120.999999538)",47.7,15.8,3.88,8.141,2.87,1791254942
Colorado,1970,"(38.843840757, -106.133610921)",41.8,124.8,0.13,0.311,0.05,13101000
Colorado,1971,"(38.843840757, -106.133610921)",41.7,125.5,0.13,0.312,0.05,13967000
Colorado,1972,"(38.843840757, -106.133610921)",39.8,134.3,0.13,0.327,0.05,15328000
Colorado,1973,"(38.843840757, -106.133610921)",47.2,137.9,0.18,0.381,0.05,16255000
Colorado,1974,"(38.843840757, -106.133610921)",43.2,132.8,0.18,0.417,0.1,32364000
Colorado,1975,"(38.843840757, -106.133610921)",40.2,131,0.18,0.448,0.1,32710000
Colorado,1976,"(38.843840757, -106.133610921)",40.3,134.2,0.18,0.447,0.1,33914000
Colorado,1977,"(38.843840757, -106.133610921)",40.1,132,0.23,0.574,0.1,34098000
Colorado,1978,"(38.843840757, -106.133610921)",34.1,129.2,0.18,0.528,0.15,50757000
Colorado,1979,"(38.843840757, -106.133610921)",33,131.5,0.18,0.546,0.1,35108000
Colorado,1980,"(38.843840757, -106.133610921)",31,131,0.18,0.581,0.1,36311000
Colorado,1981,"(38.843840757, -106.133610921)",29.3,133.8,0.18,0.614,0.1,38656000
Colorado,1982,"(38.843840757, -106.133610921)",24.6,130.5,0.18,0.733,0.1,38705000
Colorado,1983,"(38.843840757, -106.133610921)",37.2,125.3,0.31,0.834,0.1,38157000
Colorado,1984,"(38.843840757, -106.133610921)",33.3,119.7,0.31,0.931,0.15,49528000
Colorado,1985,"(38.843840757, -106.133610921)",32.6,112.4,0.31,0.951,0.15,54369000
Colorado,1986,"(38.843840757, -106.133610921)",33.2,109.9,0.36,1.086,0.15,53052000
Colorado,1987,"(38.843840757, -106.133610921)",31,102.4,0.36,1.16,0.2,66972910
Colorado,1988,"(38.843840757, -106.133610921)",27.5,94.6,0.36,1.308,0.2,63320608
Colorado,1989,"(38.843840757, -106.133610921)",24.1,88.8,0.36,1.493,0.2,59822164
Colorado,1990,"(38.843840757, -106.133610921)",24.7,87.4,0.36,1.457,0.2,58895309
Colorado,1991,"(38.843840757, -106.133610921)",25.4,90.2,0.4,1.575,0.2,59892549
Colorado,1992,"(38.843840757, -106.133610921)",23.8,88.3,0.4,1.682,0.2,58654419
Colorado,1993,"(38.843840757, -106.133610921)",28.7,88.6,0.44,1.532,0.2,58864837
Colorado,1994,"(38.843840757, -106.133610921)",26.8,89.1,0.44,1.642,0.2,60025673
Colorado,1995,"(38.843840757, -106.133610921)",25.9,85.4,0.44,1.696,0.2,61736338
Colorado,1996,"(38.843840757, -106.133610921)",25.2,83.1,0.44,1.744,0.2,61731047
Colorado,1997,"(38.843840757, -106.133610921)",23.7,81.3,0.44,1.858,0.2,62140937
Colorado,1998,"(38.843840757, -106.133610921)",21.5,81.2,0.44,2.042,0.2,62048112
Colorado,1999,"(38.843840757, -106.133610921)",15.6,79.6,0.44,2.813,0.2,61882583
Colorado,2000,"(38.843840757, -106.133610921)",18.4,73,0.54,2.933,0.2,60818207
Colorado,2001,"(38.843840757, -106.133610921)",17.6,70.4,0.54,3.061,0.2,60567252
Colorado,2002,"(38.843840757, -106.133610921)",18.1,66.2,0.59,3.264,0.2,58518066
Colorado,2003,"(38.843840757, -106.133610921)",18.4,63.8,0.59,3.214,0.2,56330686
Colorado,2004,"(38.843840757, -106.133610921)",17.2,60.7,0.59,3.429,0.2,55255011
Colorado,2005,"(38.843840757, -106.133610921)",30.5,57.9,1.23,4.036,0.84,116600483
Colorado,2006,"(38.843840757, -106.133610921)",30.6,53.1,1.23,4.025,0.84,208072655
Colorado,2007,"(38.843840757, -106.133610921)",29.2,51.1,1.23,4.213,0.84,204048087
Colorado,2008,"(38.843840757, -106.133610921)",29.3,48.4,1.23,4.203,0.84,197765465
Colorado,2009,"(38.843840757, -106.133610921)",36.4,46,1.85,5.078,0.84,191018492
Colorado,2010,"(38.843840757, -106.133610921)",36.3,41.4,1.85,5.097,0.84,176557976
Colorado,2011,"(38.843840757, -106.133610921)",35.5,40.6,1.85,5.216,0.84,171531588
Colorado,2012,"(38.843840757, -106.133610921)",34.9,40.6,1.85,5.299,0.84,174467790
Colorado,2013,"(38.843840757, -106.133610921)",34.2,38.3,1.85,5.415,0.84,167059169
